Name,Category,Price,Quality
DyingCompany,Exploración,58807,18
HellPlague,Cooperativo,28595,89
MeatFloor,Comedia,69374,6
LightHell,Casual,46309,68
LightCombat,Exploración,47502,48
HonorBattle,Multijugador,5749,91
SaintsLight,Mundo Abierto,59464,54
BattleGrand,Cooperativo,61145,88
ThunderGarden,Mundo Abierto,6433,80
MortalARK,Aventura,62095,97
MeatPlants,Comedia,66187,14
DarkKilling,Disparos,64643,63
CombatGarden,Acción,63749,98
PlagueGarden,Casual,52953,62
StrangeMedal,Simulación,37069,47
WarriorCombat,Multijugador,43176,54
SpeedStrike,Plataformas,34798,2
RotLife,Cooperativo,44465,27
WarriorMafia,Cooperativo,40059,89
KillingSniper,Plataformas,13643,84
MafiaMeat,Cartas,18358,89
CombatFloor,RPG,60339,87
TaleControl,Comedia,65306,50
HonorEmpire,Terror,16693,50
MetroQuest,Plataformas,58599,65
EscapeWar,Plataformas,5367,99
DeadRow,RPG,17843,4
RowGalaxy,Rompecabezas,39627,16
WarriorBeyond,Comedia,54166,5
LightSaints,Deportes,53269,10
TheftStrike,Cooperativo,58673,69
LifeKilling,Terror,28860,94
MeatHonor,RPG,50460,1
LifeSniper,Acción,1540,96
BattleThunder,Indie,28787,61
LegendsSniper,RPG,16051,39
SaintsRunner,Plataformas,36149,90
ARKKnights,RPG,52433,73
LightDying,Cartas,55843,48
MortalRot,Disparos,48597,98
HellPlague,Casual,36513,6
TheftMafia,Deportes,40715,72
ARKRoyale,Acción,61269,68
WarriorLight,Comedia,23233,40
EmpireDark,Casual,52093,16
PlagueRow,Cooperativo,28657,11
QuestDying,Cartas,20799,86
BattleHonor,Disparos,43645,66
StrangeHonor,Aventura,58584,24
ARKSaints,Aventura,18967,82
TheftBattle,Indie,54444,19
BeyondHeist,Disparos,66514,63
CompanyThunder,Estrategia,2374,70
KillingLight,Comedia,23209,9
ControlHell,Terror,48977,75
ControlFloor,Deportes,18382,27
DeadEscape,Cooperativo,38483,72
TaleStrike,Supervivencia,58715,54
PlagueAge,Aventura,29356,36
AgeCombat,Narración,21799,96
BrutalMetro,Rompecabezas,9931,78
DragonEvil,Cooperativo,59811,84
BattleARK,Comedia,17725,95
SniperWarrior,Aventura,69167,2
RowControl,Cartas,40015,22
DyingCompany,Casual,44551,67
GrandWarrior,Plataformas,39882,47
BattleHonor,Comedia,5787,28
WarriorSniper,Supervivencia,22612,66
SniperArma,Terror,45112,2
EvilBattle,Comedia,57477,14
StrikeCombat,Cooperativo,25012,21
MeatTale,Disparos,56431,77
RotTale,Mundo Abierto,64978,56
GrandCounter,Aventura,40223,76
WarriorBeyond,RPG,15964,43
SpeedMortal,Estrategia,29374,36
ControlMetro,Plataformas,45329,68
ThunderRoyale,Disparos,68875,74
CombatDead,Casual,3232,87
StrikeQuest,Cartas,58145,7
SpeedArma,Acción,17553,56
CombatThunder,Rompecabezas,58415,87
DragonEscape,Cooperativo,53173,89
HonorWar,Casual,32844,60
LeftBeyond,Estrategia,36645,41
StrikeCounter,Rompecabezas,49917,64
EscapeKnights,Rompecabezas,49452,26
HeistDragon,Cartas,23360,23
LegendsWar,Casual,31019,29
HonorThunder,Mundo Abierto,26297,17
RowGrand,Mundo Abierto,54660,6
DyingThunder,Terror,48572,44
ArmaHeist,Comedia,6581,83
DeadLegends,Rompecabezas,10935,52
HonorMetro,Mundo Abierto,20232,52
DeadHonor,Estrategia,49347,45
WarriorThunder,Supervivencia,46947,47
StrangeDead,Cooperativo,42097,77
RotHonor,Cooperativo,41565,59
DarkRot,Supervivencia,31569,86
MafiaBeyond,Cartas,30593,87
HellWarrior,Aventura,28705,27
MafiaTale,Narración,36551,70
LegendsEvil,Casual,55734,36
HellHell,Rompecabezas,61155,15
MeatEmpire,Disparos,36126,98
SpaceEvil,Casual,54402,7
MafiaRow,Estrategia,43398,41
LegendsHeist,RPG,4700,99
GardenGarden,Narración,68924,81
AgeArma,Estrategia,49795,23
LegendRow,Cooperativo,45683,70
MafiaEmpire,Plataformas,43542,6
LeftQuest,Narración,58014,5
LegendsQuest,Terror,62389,66
PlantsWarrior,Estrategia,63599,27
WarPlague,Acción,16949,27
MetroMafia,Plataformas,5503,33
PlagueLight,Acción,46190,11
MeatLegends,Acción,39190,35
GrandDragon,Terror,24491,15
HellHonor,Cooperativo,39756,42
EscapeLeft,Estrategia,15497,80
RotMedal,Supervivencia,65206,58
CounterDark,Casual,54070,84
CounterLight,Casual,62863,30
GrandEscape,Aventura,61701,93
KnightsEscape,Indie,16614,54
DeadBeyond,Estrategia,47201,39
SpaceEmpire,Supervivencia,26159,62
MeatWarrior,Disparos,10687,11
ControlEvil,Estrategia,6552,21
QuestControl,Indie,8442,36
EscapeEvil,Comedia,43163,86
DragonSpace,Deportes,9736,18
MortalLeft,Rompecabezas,59691,13
EscapeDead,Supervivencia,52983,79
WarriorLegend,Deportes,12374,83
RotLegends,Exploración,30179,81
CombatThunder,Indie,67079,44
HonorAge,Comedia,47269,92
RowEmpire,Acción,10284,0
HeistMortal,RPG,25560,98
ThunderSpeed,Plataformas,8169,42
EvilHonor,Cooperativo,14657,12
StrangeDark,Plataformas,36813,62
WarriorWarrior,Cartas,48579,21
SpaceGrand,Terror,13722,75
TheftDying,Acción,19845,32
StrikeMedal,Casual,58878,20
LightGalaxy,Narración,51828,21
StrikePlague,Cooperativo,51853,10
KillingMortal,Simulación,2686,6
ThunderStrike,Mundo Abierto,9952,83
HellLegends,Cartas,17842,50
BattleHonor,Acción,66347,42
StrangeLegend,Casual,58353,97
EmpireAge,Multijugador,30105,29
DragonMortal,Comedia,43123,33
SpaceKnights,RPG,59976,25
StrangeTale,Multijugador,50265,81
WarEvil,RPG,20355,55
LightCompany,Narración,12301,63
HonorHell,Mundo Abierto,60425,19
SpaceLegends,Cartas,39440,86
MedalBeyond,Cartas,22657,48
HonorSniper,Disparos,68469,47
WarriorRow,Simulación,11898,79
TaleMeat,Casual,54914,95
ThunderThunder,Mundo Abierto,63282,51
RotBattle,Simulación,63149,80
DragonSpeed,Rompecabezas,60110,96
MetroFloor,Multijugador,21619,88
KnightsEscape,Simulación,13455,3
MedalGarden,Terror,21918,4
GalaxyGrand,Plataformas,9392,18
WarriorDragon,Acción,35237,18
TaleEscape,Multijugador,13692,85
GardenCompany,Terror,5639,54
HonorMeat,Rompecabezas,51101,32
ControlSaints,Simulación,11358,7
SpeedHonor,Exploración,21701,71
WarriorPlague,Supervivencia,21614,41
RoyaleQuest,Exploración,26362,3
GrandSaints,Cartas,20073,52
GrandArma,Casual,34948,6
RoyaleCounter,Rompecabezas,67658,5
GardenWar,Casual,51789,53
KnightsDragon,Mundo Abierto,67439,5
QuestPlants,Multijugador,54854,12
DarkSniper,Aventura,60931,55
DyingDying,Exploración,25484,28
WarriorDead,Exploración,68809,66
QuestSpace,Multijugador,34780,35
CombatHonor,Narración,48703,10
RunnerWarrior,Disparos,55181,24
CounterCombat,Casual,62752,86
MeatHonor,Disparos,49075,0
DarkRow,Aventura,38325,89
BattleTheft,Multijugador,66636,24
MetroBattle,Comedia,55579,3
WarriorEscape,Disparos,7795,89
CombatGalaxy,Estrategia,21816,93
TaleMafia,Simulación,37288,98
AgeCounter,Simulación,11631,12
TheftArma,Supervivencia,56676,55
MafiaGarden,Acción,2669,83
DyingDark,Disparos,67894,66
EmpireRoyale,Exploración,38426,18
StrikeEmpire,Casual,67757,13
MafiaCounter,Simulación,8195,60
FloorLight,Indie,42160,7
StrikeDuty,Aventura,45752,85
TaleLegend,Acción,4355,34
StrangeGrand,Supervivencia,31678,32
LegendBattle,Terror,25506,77
QuestTale,Supervivencia,67169,66
CompanyQuest,Cartas,20935,42
CombatCombat,Supervivencia,4693,84
EvilEscape,Mundo Abierto,14859,75
EvilBeyond,Mundo Abierto,56144,91
EscapeWarrior,Mundo Abierto,69057,30
HonorHeist,Aventura,63903,92
GalaxyWarrior,Acción,61581,35
PlantsSniper,Estrategia,60575,97
SpeedHeist,Indie,50086,63
SpeedTheft,Indie,6371,56
PlantsDragon,Acción,12138,66
BeyondLight,Indie,59621,41
CombatDuty,Estrategia,58312,71
RowSaints,Casual,53847,51
DeadHonor,Simulación,31904,82
PlagueDragon,Narración,5095,54
GalaxyBrutal,Casual,15030,46
DarkARK,Rompecabezas,28114,61
KillingDark,Narración,22714,41
LegendsSniper,Exploración,42163,22
ControlKnights,Cooperativo,3407,71
WarRunner,Aventura,16692,19
WarriorKilling,Acción,69532,0
WarBrutal,Multijugador,57323,87
WarriorPlague,Casual,1849,11
HonorARK,Estrategia,33292,65
MetroSpace,Estrategia,12639,29
ThunderGalaxy,Acción,5574,12
GrandTale,Indie,57862,21
SpeedDark,Cooperativo,46489,36
EvilMedal,Rompecabezas,19324,81
HellDead,Comedia,31854,63
WarriorAge,Comedia,62575,33
RowGrand,Cartas,22724,96
MedalLife,Simulación,44520,22
GardenSpace,Aventura,55012,61
KnightsLegends,Plataformas,56360,69
HellBeyond,Indie,56282,98
WarriorMortal,Mundo Abierto,29241,92
RunnerSpeed,Aventura,20444,50
LegendsKilling,RPG,33162,3
QuestGarden,Estrategia,12775,23
RotRow,Estrategia,58666,6
AgeMetro,Casual,63819,58
CounterWarrior,Estrategia,3596,29
CounterLegends,Aventura,8221,84
SpaceDragon,Simulación,50222,98
BrutalLife,Supervivencia,30593,81
WarDying,Aventura,36548,79
LightSpace,Estrategia,31098,13
HonorWar,Simulación,10581,9
DyingBeyond,Estrategia,49345,84
KnightsDying,Comedia,51608,93
ControlPlague,Casual,51176,100
BattleQuest,Acción,42357,82
RowArma,Narración,4467,51
SniperBeyond,Aventura,8017,10
WarriorQuest,Multijugador,28622,40
SpaceCombat,Mundo Abierto,15738,7
SaintsControl,Indie,59093,88
StrikeEmpire,Deportes,17530,3
CombatDragon,Terror,21457,4
DarkMedal,Cartas,44252,14
HonorDuty,Deportes,69879,51
StrangeLeft,Cartas,52839,76
SaintsAge,Aventura,60113,41
BeyondSpace,Rompecabezas,28458,44
KnightsDuty,Acción,35333,35
DyingArma,Comedia,20031,8
DutyDying,Aventura,19331,92
RowDead,Cartas,7675,65
LegendsFloor,Estrategia,37824,67
EvilEscape,Plataformas,31790,70
WarriorMeat,Disparos,47904,61
BattleCompany,RPG,32235,94
HonorRunner,Deportes,35560,39
GardenStrike,Cooperativo,56464,86
AgeMortal,Simulación,36692,57
RotStrange,Indie,15940,12
SniperDead,Estrategia,34682,50
TheftPlague,Aventura,29025,30
HeistEmpire,Rompecabezas,54151,53
EscapeMafia,Multijugador,18660,36
SniperCombat,Acción,29322,59
WarriorSpace,Comedia,34869,87
CounterHeist,Multijugador,60173,17
HonorRunner,Exploración,17644,6
MafiaLeft,Plataformas,45753,88
SpeedQuest,Cooperativo,40344,0
GardenMetro,Plataformas,37504,94
HellRunner,Rompecabezas,11127,66
DutyDying,Supervivencia,58779,58
BattleRow,Disparos,48467,44
QuestStrange,Indie,12367,46
PlagueRow,Cartas,4294,57
RowRoyale,Narración,22074,22
ThunderRow,Comedia,22543,0
CounterEmpire,Casual,45414,45
WarriorWarrior,Rompecabezas,44304,0
HeistEvil,Estrategia,15747,44
HonorArma,Terror,19027,1
GalaxyEvil,Indie,51275,17
TheftLegends,Simulación,15400,48
SaintsDying,Supervivencia,25633,93
MortalGrand,Disparos,20172,71
LightControl,Casual,69572,94
BeyondDragon,Multijugador,69923,13
ARKGalaxy,Rompecabezas,65196,82
HonorDead,Estrategia,34977,43
DyingDark,Cartas,49664,7
ControlFloor,Multijugador,23579,29
SpeedHell,Cartas,4933,70
DeadHonor,Deportes,18519,63
PlantsEvil,Plataformas,28775,83
HellKnights,Casual,45287,68
DarkHonor,Mundo Abierto,3693,39
TaleTale,Terror,7619,95
ArmaKnights,Estrategia,13087,68
ThunderLeft,Multijugador,46481,56
CombatArma,Estrategia,33947,82
MeatWarrior,Casual,51476,48
RowKilling,Deportes,52926,78
RunnerHeist,Estrategia,48063,80
DyingBattle,Mundo Abierto,2187,98
DarkHeist,Comedia,47486,5
DarkFloor,Narración,33405,53
RowStrange,Cooperativo,63339,33
AgeKilling,Deportes,68608,17
SniperGalaxy,Comedia,19811,82
LegendBeyond,Supervivencia,48312,20
SpeedEscape,Casual,41403,72
DeadMeat,Terror,28304,2
MafiaSpeed,Cartas,13046,56
KillingAge,Rompecabezas,52900,49
MafiaSniper,Indie,33144,10
SpeedStrike,Indie,1095,11
KnightsPlants,Casual,30650,14
SaintsLeft,Narración,48766,65
HellLegend,Exploración,61805,100
CompanyGarden,Cooperativo,60928,26
HellFloor,Aventura,8322,24
LightDark,Estrategia,57767,35
BeyondSniper,Indie,69951,21
WarriorStrange,Comedia,16982,40
MortalBrutal,Cooperativo,58123,20
KnightsDragon,Disparos,60479,53
ArmaLife,Plataformas,15114,13
EmpireMafia,Supervivencia,59510,68
MeatLeft,Rompecabezas,27535,22
LightHeist,Comedia,49882,76
CompanyControl,Aventura,43639,44
SpeedDuty,RPG,54526,48
LegendDuty,Supervivencia,40728,63
GalaxyTale,Indie,66128,29
WarriorPlague,Cartas,11070,57
KillingGalaxy,RPG,20563,78
LegendCounter,RPG,22914,46
WarRoyale,Terror,25757,45
ControlWar,Comedia,58456,25
DyingCompany,Terror,15882,40
SniperCounter,Indie,29736,85
BattleStrike,Indie,43586,89
DarkCombat,RPG,3719,8
SpaceGrand,Exploración,30269,37
SaintsLegends,Mundo Abierto,17564,12
WarriorRot,Cooperativo,11112,42
MeatBattle,Cartas,35595,5
LegendSniper,Aventura,3757,25
LeftStrike,Plataformas,1609,15
LeftRoyale,Simulación,36138,62
CombatDragon,Casual,20801,22
StrangePlants,Narración,7676,78
DyingEvil,Deportes,59346,4
GardenPlague,Aventura,29860,42
ARKSaints,Narración,62877,61
MetroEvil,Terror,51543,58
CombatPlants,Narración,61939,43
LegendsGalaxy,Supervivencia,5154,60
DeadMedal,Indie,42635,97
CombatKnights,Casual,68073,25
StrikeDuty,Casual,48819,28
ArmaLeft,Indie,69405,59
StrikeLife,Mundo Abierto,28786,83
HonorBrutal,Terror,30608,50
MafiaBrutal,Supervivencia,68727,94
WarriorThunder,Narración,51510,68
WarriorHeist,Narración,14553,92
ArmaStrike,Indie,49783,8
TaleStrange,Indie,55142,100
SpaceLight,Casual,57606,40
MortalCompany,RPG,21854,87
DeadPlants,Multijugador,62374,73
MafiaGarden,Estrategia,19886,76
CombatTheft,Plataformas,28839,52
ControlTale,Mundo Abierto,24407,82
RoyaleMeat,Disparos,20285,96
BeyondMeat,Deportes,33224,27
BattleARK,Comedia,35364,71
LifeDying,Exploración,49135,94
WarMeat,Simulación,47578,99
CombatHonor,Exploración,15100,24
CombatStrike,Mundo Abierto,34687,26
ControlLegend,Cooperativo,6318,33
WarriorBeyond,Deportes,55140,3
ArmaSpeed,Disparos,50826,29
MedalHonor,RPG,59953,42
WarriorCompany,Multijugador,15279,25
RowLegend,Supervivencia,57043,37
MortalDark,Terror,15200,82
EvilAge,Terror,64010,88
SaintsDragon,Casual,28932,93
AgeDragon,Acción,64926,96
DyingStrike,Supervivencia,47689,25
HonorMedal,Plataformas,10794,96
MedalRow,Exploración,22338,18
CounterSpeed,Estrategia,26651,10
MeatArma,RPG,14678,31
SaintsRot,Narración,42298,63
SniperControl,Casual,15087,28
MedalSaints,Acción,29258,53
KnightsBattle,Exploración,62265,49
KillingHonor,Rompecabezas,13740,31
LifeBeyond,Disparos,34304,61
PlagueRot,Disparos,58647,3
GardenHell,RPG,60845,72
SpaceControl,Simulación,31357,64
SpeedHonor,Supervivencia,67971,43
PlantsAge,Terror,31276,99
DyingRunner,Multijugador,9159,42
SpaceMeat,Multijugador,60254,100
ControlGarden,Disparos,11420,84
CombatWarrior,Disparos,55499,78
SaintsMetro,Cartas,43653,90
HellCombat,Supervivencia,41647,23
FloorHell,Exploración,67583,14
CombatFloor,Simulación,3933,47
BrutalTale,Casual,67377,8
PlantsCounter,Mundo Abierto,32229,14
ControlDark,Exploración,62700,84
StrikeLight,Casual,33277,8
CombatMortal,Terror,60755,97
LegendsEvil,Plataformas,33628,67
SpeedMedal,Plataformas,24521,7
ThunderPlague,Acción,66911,27
HonorMortal,Indie,17363,25
ControlKilling,Multijugador,17049,7
StrangeSpace,RPG,28143,16
ControlGarden,RPG,25155,89
KillingMedal,Narración,24708,91
RunnerWarrior,Casual,4686,89
GalaxyHonor,Terror,38216,99
DarkAge,Acción,24942,36
CompanyEscape,Simulación,43310,6
WarCombat,Estrategia,68715,87
LegendCombat,Supervivencia,48744,72
GardenFloor,Supervivencia,39505,62
RunnerWar,Mundo Abierto,20642,50
StrangeBrutal,Rompecabezas,54729,16
DyingCounter,Cartas,57840,43
SpaceLight,Deportes,17280,8
DyingDragon,Narración,29408,100
DutyTale,Casual,25512,84
DyingWarrior,Terror,36364,20
DyingEmpire,Cooperativo,34990,8
RunnerRot,Casual,17845,57
RoyalePlants,Exploración,34934,94
CombatHell,Plataformas,51055,22
FloorCombat,Comedia,69778,79
WarriorKilling,Multijugador,33192,47
MortalThunder,Estrategia,9440,73
ARKLegends,Mundo Abierto,45352,29
ThunderCounter,Aventura,50048,79
StrangeGrand,Rompecabezas,30265,57
AgeStrange,Cooperativo,22854,55
MedalLegends,Acción,29254,6
BeyondTheft,Cooperativo,67625,85
ARKKilling,Indie,56996,45
DarkLegend,Deportes,49108,34
AgeDead,Casual,50476,13
GalaxyFloor,Simulación,22244,86
LegendsDragon,Narración,47349,80
DragonBattle,Casual,44418,40
PlaguePlants,Deportes,36664,99
MortalHonor,Cartas,17931,99
HonorRow,Acción,23139,60
TheftThunder,Casual,62844,33
KillingControl,Exploración,45924,56
GrandFloor,Comedia,9495,56
BrutalLife,Mundo Abierto,58338,31
DragonLegend,Comedia,17868,56
AgeMedal,Estrategia,31329,1
CounterRot,Plataformas,65507,83
LegendsCombat,Disparos,15515,7
LeftCombat,Comedia,67540,39
TaleDragon,Estrategia,66922,73
MortalRoyale,Casual,63449,64
GalaxyEmpire,Deportes,24133,46
EvilSniper,Comedia,59213,92
GalaxyRow,Simulación,48532,73
WarriorFloor,Narración,10924,92
ArmaHonor,Comedia,5567,29
PlantsDead,Terror,50268,2
LegendCompany,Narración,52078,29
ArmaHeist,Casual,10976,28
SaintsMedal,Plataformas,59314,55
SpeedWar,Acción,32113,20
KnightsKilling,RPG,40440,12
DutyTale,Mundo Abierto,21785,83
PlantsKnights,Estrategia,54411,98
RowMortal,RPG,3401,56
WarriorHonor,Supervivencia,59657,25
CounterCombat,Casual,10865,77
StrikeHell,RPG,60043,60
EscapeWarrior,Aventura,66382,82
DragonDead,Narración,52800,40
LightKnights,Mundo Abierto,65238,5
StrangeTheft,Indie,26458,24
PlantsHell,Plataformas,6955,28
GalaxyArma,Comedia,56554,68
TaleCompany,Estrategia,34218,99
ThunderBrutal,Estrategia,2005,57
HonorSpace,Aventura,48258,23
MortalSaints,Comedia,68052,1
MortalLegend,Casual,53694,36
ControlDying,Deportes,31762,19
KnightsDead,Aventura,49326,92
AgeGalaxy,Disparos,2324,85
MafiaArma,Estrategia,66291,7
RoyaleStrange,Simulación,29639,45
CombatHell,Mundo Abierto,49902,5
RotCombat,Comedia,19430,48
BattleGalaxy,Casual,16721,80
StrikeCombat,Simulación,23493,74
PlantsRunner,Terror,25356,10
KnightsEscape,Cartas,45682,21
ARKEscape,Cooperativo,7628,66
CombatArma,Acción,26060,25
BrutalTheft,Comedia,33292,52
SniperQuest,Deportes,55797,26
GalaxyRow,Estrategia,8047,88
AgeCounter,Aventura,49173,17
EmpireBeyond,Terror,38920,49
LeftControl,Aventura,61040,51
GalaxyThunder,Deportes,6506,74
HellControl,Supervivencia,38172,97
MetroStrike,Disparos,43005,89
EscapeQuest,RPG,46878,46
RowPlague,Comedia,57454,6
HeistHeist,Aventura,29302,26
StrangeLegend,Deportes,41974,37
SaintsTheft,RPG,32651,16
DeadCompany,Disparos,33676,57
DyingPlants,Casual,42937,9
HonorMeat,Casual,8081,45
SpeedGarden,Comedia,43932,94
HonorBattle,Terror,46886,52
ThunderThunder,Cooperativo,37634,28
CompanyARK,Estrategia,68180,50
EmpireMortal,Cartas,6748,99
WarriorAge,Simulación,25760,95
MetroDead,Mundo Abierto,13566,84
DutyGrand,Casual,67367,10
HonorDark,Acción,19230,45
EscapeRoyale,Multijugador,28170,19
AgeQuest,Terror,11270,75
CombatLight,Narración,1005,16
TheftGrand,Casual,36325,55
KnightsGarden,Estrategia,39383,99
RunnerStrange,RPG,39428,73
MafiaFloor,Multijugador,16165,16
DeadEvil,Acción,13990,87
BrutalStrike,Estrategia,1410,93
BrutalQuest,Exploración,51292,64
ArmaCombat,Cooperativo,61967,16
LifeCombat,Multijugador,9200,34
WarTale,Deportes,63960,53
LegendsDragon,RPG,28933,88
EmpireLife,Cooperativo,46190,80
RotPlants,Cooperativo,64155,14
PlagueHeist,Casual,55704,17
SpaceSpace,Casual,8980,62
MafiaLegend,Aventura,9107,45
EscapeBattle,Supervivencia,33810,50
RoyaleWarrior,Disparos,19439,27
DragonLight,Mundo Abierto,38550,17
StrikeWarrior,Narración,30411,89
SpeedControl,Supervivencia,55787,72
RunnerFloor,Simulación,35945,13
SniperHonor,Multijugador,1594,9
StrangeDark,Indie,60431,48
MafiaPlague,Casual,50272,8
QuestStrange,Cartas,51468,70
QuestLight,Acción,4944,49
PlagueEmpire,Multijugador,27108,25
DyingWarrior,Acción,50634,16
DeadSpeed,Rompecabezas,60773,29
CounterHonor,Exploración,30471,73
WarriorEmpire,Rompecabezas,35006,92
SaintsLight,Casual,60764,80
HonorArma,Exploración,47619,84
DeadMedal,Disparos,61382,80
PlagueTheft,Aventura,17961,24
ArmaMedal,Rompecabezas,69601,43
GrandHonor,Estrategia,65298,1
BeyondLife,Simulación,57573,18
GalaxyRow,Mundo Abierto,7361,87
LeftRoyale,Narración,66961,87
DyingMafia,Casual,26283,3
ThunderCounter,Cooperativo,36428,92
DragonKnights,Disparos,59838,17
WarriorPlague,Simulación,33266,65
CombatKilling,Exploración,52493,13
LifeDark,Simulación,5715,52
EvilMafia,Narración,62022,1
CombatLeft,Multijugador,21192,76
DarkHeist,Multijugador,68258,39
DarkKilling,Rompecabezas,62370,18
LegendQuest,RPG,12234,37
StrangeSpeed,Terror,16227,81
TheftQuest,Deportes,1376,41
FloorPlague,Estrategia,13685,12
CombatLight,Cartas,4192,5
CombatRoyale,Disparos,10750,26
GardenHeist,Exploración,19078,85
RunnerCombat,Disparos,43843,57
KnightsBattle,Deportes,47668,67
DutyDark,Rompecabezas,37719,86
TaleFloor,Cartas,28844,80
StrikeStrike,Terror,69654,51
DragonLife,Supervivencia,57182,62
FloorRow,Deportes,54132,53
ControlCounter,Disparos,40268,29
StrikeLight,RPG,60993,86
WarriorThunder,Aventura,50260,86
LegendsMedal,Disparos,46548,38
QuestKnights,Simulación,15216,50
LegendsWarrior,RPG,40822,77
WarriorMortal,Multijugador,36022,59
LegendArma,Aventura,53989,66
ControlRunner,Acción,23850,51
RotThunder,RPG,11711,2
MeatCounter,Terror,38970,29
SniperWar,Estrategia,6749,52
DutyEvil,Exploración,36450,85
SpaceGalaxy,Terror,41275,38
RotWarrior,RPG,27092,35
EmpireThunder,Deportes,35446,52
FloorRow,Cooperativo,15074,74
RowWarrior,Plataformas,45606,57
BeyondDead,Deportes,48376,58
MeatThunder,Cooperativo,56829,93
CombatDead,Aventura,43464,83
DyingBeyond,Narración,35267,33
EscapeHonor,Supervivencia,47209,33
BeyondStrange,Comedia,8650,33
TheftBattle,Rompecabezas,2355,68
MortalSpeed,Cartas,49074,53
LifeKilling,Supervivencia,18259,51
DragonDead,Simulación,9547,86
SaintsQuest,Casual,54638,37
MetroSpeed,Supervivencia,9793,68
ThunderMedal,Terror,24399,37
EmpireWar,Plataformas,10665,86
GalaxyPlants,Casual,12956,85
CounterDragon,Casual,27428,7
MeatSaints,Simulación,9241,46
SaintsArma,Indie,54065,41
GrandBattle,Exploración,54458,31
RoyaleWar,Mundo Abierto,33269,60
KillingCompany,Casual,45482,5
FloorSpace,Indie,68554,58
BattleSaints,Rompecabezas,15355,95
BrutalCounter,Narración,33623,17
HonorLeft,Narración,25541,31
CombatMortal,Casual,33073,56
TaleEscape,Multijugador,67056,31
